PROD_ID|CUST_ID|TIME_ID|CHANNEL_ID|PROMO_ID|QUANTITY_SOLD|AMOUNT_SOLD
14|3001|05/01/1998|2|999|1|1259.99
14|4759|05/01/1998|2|999|1|1259.99
14|9038|05/01/1998|2|999|1|1259.99
14|12783|05/01/1998|2|999|1|1259.99
14|2|05/01/1998|3|999|1|1259.99
14|429|05/01/1998|3|999|1|1259.99
14|1297|05/01/1998|3|999|1|1259.99
14|1441|05/01/1998|3|999|1|1259.99
14|1846|05/01/1998|3|999|1|1259.99
14|2903|05/01/1998|3|999|1|1259.99
14|2994|05/01/1998|3|999|1|1259.99
14|4759|05/01/1998|3|999|1|1259.99
14|6279|05/01/1998|3|999|1|1259.99
14|6430|05/01/1998|3|999|1|1259.99
14|12783|05/01/1998|3|999|1|1259.99
14|2994|05/01/1998|4|999|1|1265.03
14|6279|05/01/1998|4|999|1|1265.03
14|9038|05/01/1998|4|999|1|1265.03
14|915|10/01/1998|3|999|1|1264.4
14|932|10/01/1998|3|999|1|1264.4
14|1689|10/01/1998|3|999|1|1264.4
14|1847|10/01/1998|3|999|1|1264.4
14|1948|10/01/1998|3|999|1|1264.4
14|2077|10/01/1998|3|999|1|1264.4
14|2883|10/01/1998|3|999|1|1264.4
14|3550|10/01/1998|3|999|1|1264.4
14|3557|10/01/1998|3|999|1|1264.4
14|4518|10/01/1998|3|999|1|1264.4
14|6221|10/01/1998|3|999|1|1264.4
14|6859|10/01/1998|3|999|1|1264.4
14|6957|10/01/1998|3|999|1|1264.4
14|7083|10/01/1998|3|999|1|1264.4
14|7872|10/01/1998|3|999|1|1264.4
14|8685|10/01/1998|3|999|1|1264.4
14|26630|10/01/1998|3|999|1|1264.4
14|29313|10/01/1998|3|999|1|1264.4
14|10007|14/01/1998|2|999|1|1124.52
14|10007|14/01/1998|3|999|1|1124.52
14|10007|14/01/1998|4|999|1|1124.52
14|965|16/01/1998|4|999|1|1108.99
14|10667|17/01/1998|2|999|1|1124.52
14|3047|17/01/1998|3|999|1|1112.87
14|8318|17/01/1998|3|999|1|1112.87
14|9882|17/01/1998|3|999|1|1112.87
14|10667|17/01/1998|3|999|1|1112.87
14|19683|17/01/1998|3|999|1|1112.87
14|22478|17/01/1998|3|999|1|1112.87
14|3047|17/01/1998|4|999|1|1112.87
14|8318|17/01/1998|4|999|1|1112.87
14|22478|17/01/1998|4|999|1|1112.87
14|5028|18/01/1998|3|999|1|1124.52
14|5028|18/01/1998|4|999|1|1124.52
14|1385|19/01/1998|2|999|1|1108.99
14|2622|19/01/1998|3|999|1|1108.99
14|27197|20/01/1998|2|999|1|1163.47
14|387|20/01/1998|3|999|1|1277.63
14|2073|20/01/1998|3|999|1|1277.63
14|3947|20/01/1998|3|999|1|1277.63
14|5847|20/01/1998|3|999|1|1277.63
14|6543|20/01/1998|3|999|1|1277.63
14|10844|20/01/1998|3|999|1|1277.63
14|12605|20/01/1998|3|999|1|1277.63
14|27197|20/01/1998|3|999|1|1277.63
14|3618|21/01/1998|2|999|1|1108.99
14|14|21/01/1998|3|999|1|1264.4
14|181|21/01/1998|3|999|1|1264.4
14|188|21/01/1998|3|999|1|1264.4
14|249|21/01/1998|3|999|1|1264.4
14|531|21/01/1998|3|999|1|1264.4
14|949|21/01/1998|3|999|1|1264.4
14|1260|21/01/1998|3|999|1|1264.4
14|1386|21/01/1998|3|999|1|1264.4
14|1423|21/01/1998|3|999|1|1264.4
14|1758|21/01/1998|3|999|1|1264.4
14|1959|21/01/1998|3|999|1|1264.4
14|2000|21/01/1998|3|999|1|1264.4
14|2004|21/01/1998|3|999|1|1264.4
14|2013|21/01/1998|3|999|1|1264.4
14|2762|21/01/1998|3|999|1|1264.4
14|3014|21/01/1998|3|999|1|1264.4
14|3268|21/01/1998|3|999|1|1264.4
14|3618|21/01/1998|3|999|1|1264.4
14|3783|21/01/1998|3|999|1|1264.4
14|4414|21/01/1998|3|999|1|1264.4
14|5813|21/01/1998|3|999|1|1264.4
14|6264|21/01/1998|3|999|1|1264.4
14|6394|21/01/1998|3|999|1|1264.4
14|6488|21/01/1998|3|999|1|1264.4
14|7076|21/01/1998|3|999|1|1264.4
14|7993|21/01/1998|3|999|1|1264.4
14|9052|21/01/1998|3|999|1|1264.4
14|9680|21/01/1998|3|999|1|1264.4
14|14053|21/01/1998|3|999|1|1264.4
14|16247|21/01/1998|3|999|1|1264.4
14|25938|21/01/1998|3|999|1|1264.4
14|39084|21/01/1998|3|999|1|1264.4
14|3618|21/01/1998|4|999|1|1108.99
14|249|22/01/1998|3|999|1|1239.99
14|1758|22/01/1998|3|999|1|1239.99
14|2004|22/01/1998|3|999|1|1239.99
14|8825|22/01/1998|3|999|1|1239.99
14|8825|22/01/1998|4|999|1|1124.52
14|10002|23/01/1998|2|999|1|1176.23
14|1666|23/01/1998|3|999|1|1176.23
14|10002|23/01/1998|3|999|1|1176.23
14|3618|24/01/1998|2|999|1|1108.99
14|3618|24/01/1998|3|999|1|1108.99
14|3618|24/01/1998|4|999|1|1108.99
14|444|25/01/1998|2|999|1|1259.99
14|1841|25/01/1998|2|999|1|1259.99
14|1946|25/01/1998|2|999|1|1259.99
14|4977|25/01/1998|2|999|1|1259.99
14|5587|25/01/1998|2|999|1|1259.99
14|6955|25/01/1998|2|999|1|1259.99
14|11408|25/01/1998|2|999|1|1259.99
14|11443|25/01/1998|2|999|1|1259.99
14|17081|25/01/1998|2|999|1|1259.99
14|26626|25/01/1998|2|999|1|1259.99
14|7053|28/01/1998|2|999|1|1176.23
14|1538|28/01/1998|3|999|1|1124.52
14|1547|28/01/1998|3|999|1|1124.52
14|1782|28/01/1998|3|999|1|1124.52
14|3368|28/01/1998|3|999|1|1124.52
14|7053|28/01/1998|3|999|1|1124.52
14|1538|28/01/1998|4|999|1|1124.52
14|1406|29/01/1998|3|999|1|1239.99
14|513|30/01/1998|3|999|1|1176.23
14|678|30/01/1998|3|999|1|1176.23
14|1369|30/01/1998|3|999|1|1176.23
14|2798|30/01/1998|3|999|1|1176.23
14|3215|30/01/1998|3|999|1|1176.23
14|4203|30/01/1998|3|999|1|1176.23
14|4465|30/01/1998|3|999|1|1176.23
14|5035|30/01/1998|3|999|1|1176.23
14|5351|30/01/1998|3|999|1|1176.23
14|7902|30/01/1998|3|999|1|1176.23
14|8268|30/01/1998|3|999|1|1176.23
14|9317|30/01/1998|3|999|1|1176.23
14|10756|30/01/1998|3|999|1|1176.23
14|11131|30/01/1998|3|999|1|1176.23
14|15826|30/01/1998|3|999|1|1176.23
14|1812|02/02/1998|2|999|1|1108.99
14|5378|02/02/1998|2|999|1|1108.99
14|7983|02/02/1998|2|999|1|1108.99
14|9728|02/02/1998|2|999|1|1108.99
14|10261|02/02/1998|2|999|1|1108.99
14|1713|02/02/1998|3|999|1|1176.23
14|3361|02/02/1998|3|999|1|1176.23
14|5378|02/02/1998|3|999|1|1176.23
14|7983|02/02/1998|3|999|1|1176.23
14|9728|02/02/1998|3|999|1|1176.23
14|1812|02/02/1998|4|999|1|1108.99
14|5378|02/02/1998|4|999|1|1108.99
14|7983|02/02/1998|4|999|1|1108.99
14|9728|02/02/1998|4|999|1|1108.99
14|10261|02/02/1998|4|999|1|1108.99
14|3732|03/02/1998|2|999|1|1164.05
14|4053|03/02/1998|2|999|1|1164.05
14|6316|03/02/1998|2|999|1|1164.05
14|945|05/02/1998|2|999|1|1259.99
14|1293|05/02/1998|2|999|1|1259.99
14|1844|05/02/1998|2|999|1|1259.99
14|2380|05/02/1998|2|999|1|1259.99
14|2869|05/02/1998|2|999|1|1259.99
14|2993|05/02/1998|2|999|1|1259.99
14|3375|05/02/1998|2|999|1|1259.99
14|5732|05/02/1998|2|999|1|1259.99
14|9038|05/02/1998|2|999|1|1259.99
14|12782|05/02/1998|2|999|1|1259.99
14|12783|05/02/1998|2|999|1|1259.99
14|1298|05/02/1998|3|999|1|1259.99
14|1439|05/02/1998|3|999|1|1259.99
14|1844|05/02/1998|3|999|1|1259.99
14|2044|05/02/1998|3|999|1|1259.99
14|2380|05/02/1998|3|999|1|1259.99
14|2869|05/02/1998|3|999|1|1259.99
14|2993|05/02/1998|3|999|1|1259.99
14|3375|05/02/1998|3|999|1|1259.99
14|5204|05/02/1998|3|999|1|1259.99
14|5732|05/02/1998|3|999|1|1259.99
14|6278|05/02/1998|3|999|1|1259.99
14|8543|05/02/1998|3|999|1|1259.99
14|9037|05/02/1998|3|999|1|1259.99
14|9038|05/02/1998|3|999|1|1259.99
14|12782|05/02/1998|3|999|1|1259.99
14|12783|05/02/1998|3|999|1|1259.99
14|30605|05/02/1998|3|999|1|1259.99
14|1844|05/02/1998|4|999|1|1259.99
14|2993|05/02/1998|4|999|1|1259.99
14|3375|05/02/1998|4|999|1|1259.99
14|6278|05/02/1998|4|999|1|1259.99
14|9038|05/02/1998|4|999|1|1259.99
14|12782|05/02/1998|4|999|1|1259.99
14|12783|05/02/1998|4|999|1|1259.99
14|12123|10/02/1998|3|999|1|1124.52
14|2266|14/02/1998|2|999|1|1176.23
14|2973|14/02/1998|2|999|1|1176.23
14|2978|14/02/1998|2|999|1|1176.23
14|11597|14/02/1998|2|999|1|1176.23
14|12655|14/02/1998|2|999|1|1176.23
14|305|14/02/1998|4|999|1|1176.23
14|1658|14/02/1998|4|999|1|1176.23
14|2598|14/02/1998|4|999|1|1176.23
14|4248|14/02/1998|4|999|1|1176.23
14|8117|14/02/1998|4|999|1|1176.23
14|11597|14/02/1998|4|999|1|1176.23
14|725|16/02/1998|2|999|1|1159.99
14|783|16/02/1998|2|999|1|1159.99
14|1591|16/02/1998|2|999|1|1159.99
14|2525|16/02/1998|2|999|1|1159.99
14|3438|16/02/1998|2|999|1|1159.99
14|3737|16/02/1998|2|999|1|1159.99
14|4195|16/02/1998|2|999|1|1159.99
14|5027|16/02/1998|2|999|1|1159.99
14|5808|16/02/1998|2|999|1|1159.99
14|8583|16/02/1998|2|999|1|1159.99
14|8866|16/02/1998|2|999|1|1159.99
14|11073|16/02/1998|2|999|1|1159.99
14|20395|16/02/1998|2|999|1|1159.99
14|22478|16/02/1998|2|999|1|1159.99
14|458|16/02/1998|3|999|1|1176.23
14|1591|16/02/1998|3|999|1|1176.23
14|2018|16/02/1998|3|999|1|1176.23
14|2525|16/02/1998|3|999|1|1176.23
14|2866|16/02/1998|3|999|1|1176.23
14|3438|16/02/1998|3|999|1|1176.23
14|3545|16/02/1998|3|999|1|1176.23
14|3737|16/02/1998|3|999|1|1176.23
14|4195|16/02/1998|3|999|1|1176.23
14|5027|16/02/1998|3|999|1|1176.23
14|5808|16/02/1998|3|999|1|1176.23
14|8583|16/02/1998|3|999|1|1176.23
14|8866|16/02/1998|3|999|1|1176.23
14|11073|16/02/1998|3|999|1|1176.23
14|12526|16/02/1998|3|999|1|1176.23
14|16062|16/02/1998|3|999|1|1176.23
14|20395|16/02/1998|3|999|1|1176.23
14|22478|16/02/1998|3|999|1|1176.23
14|1156|17/02/1998|3|999|1|1176.23
14|1577|17/02/1998|3|999|1|1176.23
14|5855|17/02/1998|3|999|1|1176.23
14|6033|17/02/1998|3|999|1|1176.23
14|6115|17/02/1998|3|999|1|1176.23
14|1577|17/02/1998|4|999|1|1124.52
14|5855|17/02/1998|4|999|1|1124.52
14|6115|17/02/1998|4|999|1|1124.52
14|462|20/02/1998|3|999|1|1277.63
14|691|20/02/1998|3|999|1|1277.63
14|2103|20/02/1998|3|999|1|1277.63
14|2522|20/02/1998|3|999|1|1277.63
14|3087|20/02/1998|3|999|1|1277.63
14|3096|20/02/1998|3|999|1|1277.63
14|3121|20/02/1998|3|999|1|1277.63
14|3618|20/02/1998|3|999|1|1277.63
14|3968|20/02/1998|3|999|1|1277.63
14|4040|20/02/1998|3|999|1|1277.63
14|4334|20/02/1998|3|999|1|1277.63
14|4471|20/02/1998|3|999|1|1277.63
14|4655|20/02/1998|3|999|1|1277.63
14|13715|20/02/1998|3|999|1|1277.63
14|33732|20/02/1998|3|999|1|1277.63
14|3618|20/02/1998|4|999|1|1108.99
14|4655|20/02/1998|4|999|1|1108.99
14|33732|20/02/1998|4|999|1|1108.99
14|2013|25/02/1998|2|999|1|1277.63
14|4414|25/02/1998|2|999|1|1277.63
14|5163|25/02/1998|2|999|1|1277.63
14|6394|25/02/1998|2|999|1|1277.63
14|7003|25/02/1998|2|999|1|1277.63
14|7993|25/02/1998|2|999|1|1277.63
14|8488|25/02/1998|2|999|1|1277.63
14|25938|25/02/1998|2|999|1|1277.63
14|39084|25/02/1998|2|999|1|1277.63
14|7053|26/02/1998|2|999|1|1176.23
14|205|26/02/1998|3|999|1|1159.99
14|1547|26/02/1998|3|999|1|1159.99
14|7053|26/02/1998|3|999|1|1159.99
14|7715|28/02/1998|2|999|1|1124.52
14|7801|28/02/1998|2|999|1|1124.52
14|7715|28/02/1998|4|999|1|1124.52
14|1475|02/03/1998|3|999|1|1176.23
14|2028|02/03/1998|3|999|1|1176.23
14|4688|02/03/1998|3|999|1|1176.23
14|7981|02/03/1998|3|999|1|1176.23
14|9377|02/03/1998|3|999|1|1176.23
14|678|03/03/1998|2|999|1|1176.23
14|678|03/03/1998|3|999|1|1176.23
14|9162|03/03/1998|4|999|1|1176.23
14|2|05/03/1998|4|999|1|1259.99
14|1846|05/03/1998|4|999|1|1259.99
14|2994|05/03/1998|4|999|1|1259.99
14|4759|05/03/1998|4|999|1|1259.99
14|5733|05/03/1998|4|999|1|1259.99
14|9038|05/03/1998|4|999|1|1259.99
14|12783|05/03/1998|4|999|1|1259.99
14|6586|10/03/1998|2|999|1|1176.23
14|13152|10/03/1998|2|999|1|1176.23
14|183|10/03/1998|3|999|1|1159.99
14|915|10/03/1998|3|999|1|1159.99
14|932|10/03/1998|3|999|1|1159.99
14|1364|10/03/1998|3|999|1|1159.99
14|1689|10/03/1998|3|999|1|1159.99
14|1949|10/03/1998|3|999|1|1159.99
14|2079|10/03/1998|3|999|1|1159.99
14|2238|10/03/1998|3|999|1|1159.99
14|3550|10/03/1998|3|999|1|1159.99
14|3557|10/03/1998|3|999|1|1159.99
14|6859|10/03/1998|3|999|1|1159.99
14|6957|10/03/1998|3|999|1|1159.99
14|7083|10/03/1998|3|999|1|1159.99
14|7606|10/03/1998|3|999|1|1159.99
14|7872|10/03/1998|3|999|1|1159.99
14|8685|10/03/1998|3|999|1|1159.99
14|13152|10/03/1998|3|999|1|1159.99
14|26630|10/03/1998|3|999|1|1159.99
14|648|14/03/1998|2|999|1|1176.23
14|6912|14/03/1998|2|999|1|1176.23
14|9278|14/03/1998|2|999|1|1176.23
14|18145|14/03/1998|2|999|1|1176.23
14|2957|14/03/1998|4|999|1|1176.23
14|305|16/03/1998|3|999|1|1176.23
14|488|16/03/1998|3|999|1|1176.23
14|2268|16/03/1998|3|999|1|1176.23
14|2973|16/03/1998|3|999|1|1176.23
14|2978|16/03/1998|3|999|1|1176.23
14|3505|16/03/1998|3|999|1|1176.23
14|3648|16/03/1998|3|999|1|1176.23
14|5236|16/03/1998|3|999|1|1176.23
14|8117|16/03/1998|3|999|1|1176.23
14|305|16/03/1998|4|999|1|1176.23
14|488|16/03/1998|4|999|1|1176.23
14|2266|16/03/1998|4|999|1|1176.23
14|2973|16/03/1998|4|999|1|1176.23
14|3505|16/03/1998|4|999|1|1176.23
14|4248|16/03/1998|4|999|1|1176.23
14|8117|16/03/1998|4|999|1|1176.23
14|4157|17/03/1998|2|999|1|1159.99
14|4803|17/03/1998|2|999|1|1159.99
14|1518|20/03/1998|2|999|1|1176.23
14|2073|20/03/1998|2|999|1|1176.23
14|387|20/03/1998|3|999|1|1277.63
14|1487|20/03/1998|3|999|1|1277.63
14|1518|20/03/1998|3|999|1|1277.63
14|3458|20/03/1998|3|999|1|1277.63
14|3736|20/03/1998|3|999|1|1277.63
14|3811|20/03/1998|3|999|1|1277.63
14|5325|20/03/1998|3|999|1|1277.63
14|5493|20/03/1998|3|999|1|1277.63
14|5517|20/03/1998|3|999|1|1277.63
14|6540|20/03/1998|3|999|1|1277.63
14|6543|20/03/1998|3|999|1|1277.63
14|6976|20/03/1998|3|999|1|1277.63
14|8789|20/03/1998|3|999|1|1277.63
14|10502|20/03/1998|3|999|1|1277.63
14|10844|20/03/1998|3|999|1|1277.63
14|44780|20/03/1998|3|999|1|1277.63
14|2073|20/03/1998|4|999|1|1176.23
14|27197|20/03/1998|4|999|1|1176.23
14|14|21/03/1998|3|999|1|1264.4
14|181|21/03/1998|3|999|1|1264.4
14|188|21/03/1998|3|999|1|1264.4
14|531|21/03/1998|3|999|1|1264.4
14|949|21/03/1998|3|999|1|1264.4
14|1260|21/03/1998|3|999|1|1264.4
14|1386|21/03/1998|3|999|1|1264.4
14|1423|21/03/1998|3|999|1|1264.4
14|2004|21/03/1998|3|999|1|1264.4
14|2013|21/03/1998|3|999|1|1264.4
14|2080|21/03/1998|3|999|1|1264.4
14|2653|21/03/1998|3|999|1|1264.4
14|3025|21/03/1998|3|999|1|1264.4
14|3268|21/03/1998|3|999|1|1264.4
14|3788|21/03/1998|3|999|1|1264.4
14|4414|21/03/1998|3|999|1|1264.4
14|5813|21/03/1998|3|999|1|1264.4
14|6264|21/03/1998|3|999|1|1264.4
14|6394|21/03/1998|3|999|1|1264.4
14|6488|21/03/1998|3|999|1|1264.4
14|7606|21/03/1998|3|999|1|1264.4
14|7993|21/03/1998|3|999|1|1264.4
14|9052|21/03/1998|3|999|1|1264.4
14|9680|21/03/1998|3|999|1|1264.4
14|14457|21/03/1998|3|999|1|1264.4
